rain,temp,wdsp,target,stopID_1443,stopID_1444,stopID_1445,stopID_1449,stopID_1450,stopID_1451,stopID_1452,stopID_1471,stopID_1472,stopID_1473,stopID_1948,stopID_1949,stopID_1950,stopID_1951,stopID_1952,stopID_1953,stopID_1954,stopID_1955,stopID_1956,stopID_1957,stopID_1958,stopID_1959,stopID_1960,stopID_1968,stopID_1969,stopID_1970,stopID_1971,stopID_1972,stopID_1973,stopID_1974,stopID_1975,stopID_1977,stopID_1978,stopID_1980,stopID_1981,stopID_1982,stopID_1984,stopID_1985,stopID_1986,stopID_1987,stopID_1988,stopID_2159,stopID_2160,stopID_2161,stopID_2162,stopID_2163,stopID_2168,stopID_2169,stopID_2170,stopID_2172,stopID_2640,stopID_2641,stopID_2642,stopID_2722,stopID_3426,stopID_3432,stopID_3434,stopID_3435,stopID_3436,stopID_3437,stopID_3438,stopID_3439,stopID_3440,stopID_3441,stopID_3443,stopID_3444,stopID_3445,stopID_3446,stopID_3447,stopID_3448,stopID_3449,stopID_3453,stopID_3454,stopID_3455,stopID_3456,stopID_3457,stopID_3461,stopID_3465,stopID_4379,stopID_4406,stopID_4408,stopID_4409,stopID_4438,stopID_4495,stopID_4532,stopID_4534,stopID_4535,stopID_4536,stopID_4557,stopID_4560,stopID_4564,stopID_4665,stopID_4666,stopID_4667,stopID_4672,stopID_4673,stopID_4720,stopID_5022,stopID_5119,stopID_5120,stopID_5121,stopID_5122,stopID_5123,stopID_5124,stopID_5125,stopID_5126,stopID_6001,stopID_6002,stopID_6003,stopID_7078,stopID_7432,stopID_7435,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4495,route_start_stop_4564,route_end_stop_1473,route_end_stop_5126
0.0,13.7,20.0,894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
