rain,temp,wdsp,target,stopID_312,stopID_315,stopID_317,stopID_346,stopID_400,stopID_406,stopID_493,stopID_494,stopID_495,stopID_1444,stopID_1445,stopID_1449,stopID_1450,stopID_1451,stopID_1472,stopID_1473,stopID_1474,stopID_1476,stopID_1478,stopID_1479,stopID_2191,stopID_2192,stopID_2193,stopID_2194,stopID_2195,stopID_2196,stopID_2197,stopID_2198,stopID_2200,stopID_2201,stopID_2202,stopID_2203,stopID_2210,stopID_2211,stopID_2241,stopID_2242,stopID_2243,stopID_2244,stopID_2245,stopID_2246,stopID_2247,stopID_2248,stopID_2249,stopID_2250,stopID_2251,stopID_2810,stopID_4401,stopID_4408,stopID_7078,stopID_7239,stopID_7387,stopID_7391,stopID_7453,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_2210,route_start_stop_7391,route_end_stop_2210,route_end_stop_7387
0.0,19.4,14.0,1513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
