rain,temp,wdsp,target,stopID_133,stopID_134,stopID_138,stopID_151,stopID_153,stopID_154,stopID_155,stopID_156,stopID_157,stopID_158,stopID_159,stopID_173,stopID_174,stopID_175,stopID_176,stopID_181,stopID_182,stopID_183,stopID_184,stopID_185,stopID_186,stopID_187,stopID_188,stopID_189,stopID_190,stopID_195,stopID_196,stopID_197,stopID_198,stopID_199,stopID_200,stopID_201,stopID_202,stopID_315,stopID_319,stopID_324,stopID_332,stopID_336,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1170,stopID_1181,stopID_1182,stopID_1279,stopID_1283,stopID_1284,stopID_1285,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1359,stopID_1443,stopID_1478,stopID_1479,stopID_1539,stopID_1540,stopID_1550,stopID_1551,stopID_1552,stopID_1555,stopID_1556,stopID_1557,stopID_1566,stopID_1567,stopID_1614,stopID_1615,stopID_1616,stopID_1617,stopID_1618,stopID_1619,stopID_2448,stopID_2450,stopID_2465,stopID_2466,stopID_2467,stopID_2471,stopID_2472,stopID_2473,stopID_2474,stopID_2475,stopID_2476,stopID_2477,stopID_2478,stopID_2479,stopID_2480,stopID_2481,stopID_2482,stopID_2483,stopID_2484,stopID_2485,stopID_2486,stopID_2487,stopID_2488,stopID_2489,stopID_2490,stopID_2491,stopID_2492,stopID_2493,stopID_2494,stopID_2495,stopID_2496,stopID_2497,stopID_4369,stopID_4456,stopID_4528,stopID_4788,stopID_4890,stopID_4891,stopID_5026,stopID_6219,stopID_6228,stopID_6229,stopID_6230,stopID_6234,stopID_6273,stopID_6348,stopID_7131,stopID_7132,stopID_7350,stopID_7423,stopID_7424,stopID_7425,stopID_7426,stopID_7427,stopID_7428,stopID_7458,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_324,route_start_stop_2492,route_start_stop_7132,route_end_stop_332,route_end_stop_2492,route_end_stop_7131
0.0,16.8,7.0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
