rain,temp,wdsp,target,stopID_4,stopID_281,stopID_320,stopID_334,stopID_345,stopID_406,stopID_435,stopID_461,stopID_747,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_906,stopID_907,stopID_908,stopID_909,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2023,stopID_2024,stopID_2025,stopID_2053,stopID_2054,stopID_2055,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_2795,stopID_3212,stopID_3213,stopID_3214,stopID_3215,stopID_3216,stopID_3217,stopID_3218,stopID_3219,stopID_3224,stopID_3225,stopID_3226,stopID_3227,stopID_3228,stopID_3229,stopID_3230,stopID_3231,stopID_3243,stopID_3244,stopID_3245,stopID_3246,stopID_3247,stopID_3344,stopID_3345,stopID_3537,stopID_3538,stopID_3539,stopID_3540,stopID_3541,stopID_3542,stopID_3544,stopID_3552,stopID_3553,stopID_3554,stopID_3555,stopID_3556,stopID_3557,stopID_4727,stopID_4728,stopID_4731,stopID_4732,stopID_4962,stopID_6059,stopID_6085,stopID_6086,stopID_7056,stopID_7317,stopID_7353,stopID_7419,stopID_7420,stopID_7421,stopID_7422,stopID_7472,stopID_7556,stopID_7584,stopID_7586,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_6,hour_7,hour_8,hour_9,hour_17,hour_18,hour_19,route_start_stop_3544,route_start_stop_4962,route_end_stop_3544,route_end_stop_4962
0.0,14.6,15.0,2832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
