rain,temp,wdsp,target,stopID_301,stopID_336,stopID_407,stopID_876,stopID_877,stopID_895,stopID_905,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1021,stopID_1022,stopID_1023,stopID_1024,stopID_1025,stopID_1026,stopID_1027,stopID_1028,stopID_1062,stopID_1063,stopID_1064,stopID_1065,stopID_1066,stopID_1067,stopID_1068,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1073,stopID_1076,stopID_1283,stopID_1285,stopID_1353,stopID_1354,stopID_2498,stopID_2499,stopID_2500,stopID_2501,stopID_2818,stopID_2819,stopID_2896,stopID_2897,stopID_3011,stopID_3012,stopID_3583,stopID_3584,stopID_3585,stopID_3605,stopID_3606,stopID_3607,stopID_3613,stopID_3615,stopID_3616,stopID_3625,stopID_3626,stopID_3627,stopID_3628,stopID_3629,stopID_3630,stopID_3631,stopID_3632,stopID_3633,stopID_3634,stopID_3635,stopID_3636,stopID_3641,stopID_3642,stopID_3643,stopID_3653,stopID_3656,stopID_4331,stopID_4339,stopID_4528,stopID_6010,stopID_6042,stopID_6051,stopID_6052,stopID_6053,stopID_6055,stopID_6252,stopID_6310,stopID_6311,stopID_6312,stopID_7194,stopID_7195,stopID_7196,stopID_7197,stopID_7327,stopID_7397,stopID_7398,stopID_7399,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,stopID_7623,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,route_start_stop_877,route_start_stop_1016,route_start_stop_3605,route_end_stop_877,route_end_stop_1072,route_end_stop_3616
0.0,14.6,15.0,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
