rain,temp,wdsp,target,stopID_302,stopID_303,stopID_340,stopID_350,stopID_400,stopID_495,stopID_793,stopID_843,stopID_852,stopID_853,stopID_854,stopID_855,stopID_884,stopID_885,stopID_886,stopID_887,stopID_1013,stopID_1015,stopID_1035,stopID_1055,stopID_1074,stopID_1281,stopID_1305,stopID_1306,stopID_1307,stopID_1308,stopID_1309,stopID_1310,stopID_1311,stopID_1312,stopID_1313,stopID_1314,stopID_1315,stopID_1316,stopID_1317,stopID_1318,stopID_1319,stopID_1329,stopID_1330,stopID_2809,stopID_2810,stopID_2811,stopID_2812,stopID_2813,stopID_2814,stopID_2815,stopID_2816,stopID_2817,stopID_2818,stopID_2819,stopID_2820,stopID_2822,stopID_2823,stopID_2867,stopID_2868,stopID_2892,stopID_2893,stopID_2894,stopID_2895,stopID_2896,stopID_2897,stopID_2898,stopID_2899,stopID_2900,stopID_2901,stopID_2902,stopID_2903,stopID_2919,stopID_2920,stopID_2921,stopID_2922,stopID_2923,stopID_2924,stopID_2925,stopID_2927,stopID_2929,stopID_2930,stopID_2933,stopID_2934,stopID_2935,stopID_2936,stopID_2937,stopID_2938,stopID_2940,stopID_2941,stopID_2942,stopID_2943,stopID_2944,stopID_2945,stopID_2946,stopID_2947,stopID_2948,stopID_2949,stopID_2950,stopID_2954,stopID_2955,stopID_2956,stopID_2965,stopID_2983,stopID_2984,stopID_3562,stopID_5032,stopID_6074,stopID_7067,stopID_7440,stopID_7441,stopID_7449,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_302,route_start_stop_2934,route_start_stop_7067,route_end_stop_303,route_end_stop_2933,route_end_stop_2955
0.0,15.3,6.0,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
