rain,temp,wdsp,target,stopID_102,stopID_104,stopID_105,stopID_107,stopID_110,stopID_124,stopID_136,stopID_137,stopID_193,stopID_661,stopID_979,stopID_1512,stopID_1513,stopID_1529,stopID_1530,stopID_1531,stopID_1532,stopID_1538,stopID_1545,stopID_1573,stopID_1574,stopID_1575,stopID_1576,stopID_1577,stopID_1578,stopID_1580,stopID_1581,stopID_1584,stopID_1585,stopID_1586,stopID_1587,stopID_1592,stopID_1593,stopID_1594,stopID_1596,stopID_1597,stopID_1598,stopID_1599,stopID_1600,stopID_1601,stopID_1602,stopID_1603,stopID_1604,stopID_1606,stopID_1607,stopID_1608,stopID_1609,stopID_1610,stopID_1813,stopID_1814,stopID_1816,stopID_1817,stopID_1818,stopID_1819,stopID_1820,stopID_1824,stopID_1825,stopID_1826,stopID_1827,stopID_1828,stopID_1829,stopID_1830,stopID_1831,stopID_1835,stopID_1836,stopID_1837,stopID_1840,stopID_1841,stopID_1842,stopID_1844,stopID_1850,stopID_1852,stopID_1853,stopID_1854,stopID_1856,stopID_1857,stopID_1858,stopID_1859,stopID_1860,stopID_1861,stopID_1862,stopID_1863,stopID_1864,stopID_1865,stopID_1866,stopID_1867,stopID_1869,stopID_1870,stopID_1871,stopID_1872,stopID_1873,stopID_1874,stopID_1875,stopID_1876,stopID_1877,stopID_1878,stopID_1879,stopID_1880,stopID_1881,stopID_1882,stopID_1883,stopID_1884,stopID_1902,stopID_1903,stopID_1904,stopID_2289,stopID_2290,stopID_2294,stopID_2338,stopID_2468,stopID_2510,stopID_2960,stopID_4323,stopID_4362,stopID_4363,stopID_4364,stopID_4365,stopID_4366,stopID_4367,stopID_4368,stopID_4369,stopID_4375,stopID_4376,stopID_4377,stopID_4464,stopID_4479,stopID_4489,stopID_4492,stopID_4493,stopID_4539,stopID_4583,stopID_4592,stopID_4686,stopID_4687,stopID_4747,stopID_4781,stopID_4788,stopID_4793,stopID_4890,stopID_4903,stopID_4980,stopID_6039,stopID_6068,stopID_6172,stopID_6179,stopID_6239,stopID_6241,stopID_6273,stopID_7026,stopID_7092,stopID_7124,stopID_7125,stopID_7126,stopID_7224,stopID_7237,stopID_7238,stopID_7241,stopID_7242,stopID_7243,stopID_7247,stopID_7297,stopID_7298,stopID_7318,stopID_7319,stopID_7342,stopID_7343,stopID_7344,stopID_7379,stopID_7471,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,route_start_stop_1828,route_start_stop_4686,route_end_stop_1827,route_end_stop_4686
0.0,18.0,9.0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
