rain,temp,wdsp,target,stopID_315,stopID_325,stopID_334,stopID_345,stopID_406,stopID_435,stopID_461,stopID_747,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_767,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_906,stopID_907,stopID_908,stopID_909,stopID_1443,stopID_1444,stopID_1445,stopID_1476,stopID_1478,stopID_1479,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2013,stopID_2014,stopID_2015,stopID_2016,stopID_2017,stopID_2060,stopID_2061,stopID_2062,stopID_2063,stopID_2064,stopID_2065,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_2795,stopID_2962,stopID_2963,stopID_2964,stopID_2993,stopID_2994,stopID_2996,stopID_2997,stopID_3129,stopID_3130,stopID_3131,stopID_3132,stopID_3133,stopID_3134,stopID_3135,stopID_3136,stopID_3138,stopID_3139,stopID_3140,stopID_3141,stopID_3142,stopID_3143,stopID_3144,stopID_3145,stopID_3146,stopID_3147,stopID_3148,stopID_3258,stopID_3259,stopID_4124,stopID_4125,stopID_4126,stopID_4127,stopID_4128,stopID_4129,stopID_4130,stopID_4131,stopID_4132,stopID_4151,stopID_4153,stopID_4154,stopID_4171,stopID_4172,stopID_4173,stopID_4175,stopID_4177,stopID_4178,stopID_4179,stopID_4180,stopID_4181,stopID_4182,stopID_4201,stopID_4202,stopID_4203,stopID_4204,stopID_4205,stopID_4206,stopID_4320,stopID_4407,stopID_4416,stopID_4533,stopID_4571,stopID_4636,stopID_4727,stopID_4728,stopID_4844,stopID_5090,stopID_5091,stopID_5092,stopID_5127,stopID_5128,stopID_6000,stopID_7294,stopID_7353,stopID_7361,stopID_7362,stopID_7453,stopID_7574,stopID_7586,stopID_7587,stopID_7622,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_334,route_start_stop_760,route_start_stop_767,route_start_stop_768,route_start_stop_773,route_start_stop_2060,route_start_stop_3143,route_start_stop_4151,route_start_stop_4202,route_start_stop_4320,route_start_stop_4533,route_start_stop_7574,route_end_stop_325,route_end_stop_763,route_end_stop_4132,route_end_stop_4320,route_end_stop_6000,route_end_stop_7574
0.0,14.1,5.0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
