rain,temp,wdsp,target,stopID_352,stopID_397,stopID_399,stopID_494,stopID_495,stopID_748,stopID_842,stopID_1014,stopID_1015,stopID_1074,stopID_2809,stopID_2811,stopID_2905,stopID_3665,stopID_3669,stopID_6074,stopID_7400,stopID_7401,stopID_7558,stopID_7611,stopID_7612,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,weekday_0,weekday_1,weekday_2,weekday_3,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_1074,route_start_stop_3665,route_end_stop_1074,route_end_stop_3665
0.0,14.4,7.0,657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
