rain,temp,wdsp,target,stopID_1095,stopID_1096,stopID_1097,stopID_1099,stopID_1279,stopID_1386,stopID_1387,stopID_1388,stopID_1389,stopID_1396,stopID_1438,stopID_1439,stopID_1440,stopID_1441,stopID_1442,stopID_1934,stopID_2310,stopID_2311,stopID_2317,stopID_2318,stopID_2319,stopID_2320,stopID_2321,stopID_2322,stopID_3355,stopID_3356,stopID_4495,stopID_4854,stopID_4855,stopID_4861,stopID_4862,stopID_5025,stopID_6132,stopID_6163,stopID_7414,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4495,route_end_stop_4862
0.0,13.7,12.0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
