rain,temp,wdsp,target,stopID_496,stopID_497,stopID_515,stopID_516,stopID_518,stopID_616,stopID_617,stopID_618,stopID_619,stopID_675,stopID_1184,stopID_2255,stopID_2256,stopID_2257,stopID_2258,stopID_2259,stopID_2260,stopID_2261,stopID_2262,stopID_2264,stopID_2265,stopID_2269,stopID_2270,stopID_2274,stopID_2278,stopID_2279,stopID_2280,stopID_2281,stopID_2282,stopID_2283,stopID_2508,stopID_2717,stopID_2720,stopID_4380,stopID_4384,stopID_4468,stopID_4469,stopID_7601,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_22,progrnumber_23,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,route_start_stop_1184,route_start_stop_2270,route_end_stop_2270,route_end_stop_4380
0.0,17.1,7.0,585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
