rain,temp,wdsp,target,stopID_7,stopID_11,stopID_14,stopID_15,stopID_49,stopID_51,stopID_52,stopID_186,stopID_834,stopID_835,stopID_836,stopID_837,stopID_838,stopID_839,stopID_840,stopID_841,stopID_980,stopID_981,stopID_983,stopID_984,stopID_985,stopID_1181,stopID_1182,stopID_1280,stopID_1506,stopID_1507,stopID_1508,stopID_1509,stopID_1510,stopID_1511,stopID_1512,stopID_1514,stopID_1518,stopID_1519,stopID_1520,stopID_1521,stopID_1523,stopID_1524,stopID_1525,stopID_1526,stopID_1529,stopID_1531,stopID_1532,stopID_1533,stopID_1534,stopID_1535,stopID_1536,stopID_1537,stopID_1538,stopID_1549,stopID_1550,stopID_1551,stopID_1552,stopID_1553,stopID_1554,stopID_1555,stopID_1556,stopID_1557,stopID_1558,stopID_1559,stopID_1560,stopID_4315,stopID_4316,stopID_4317,stopID_4542,stopID_4546,stopID_4548,stopID_4592,stopID_4725,stopID_6004,stopID_6071,stopID_6080,stopID_6162,stopID_6348,stopID_7013,stopID_7014,stopID_7022,stopID_7023,stopID_7350,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_23,route_start_stop_4316,route_start_stop_4592,route_start_stop_6004,route_end_stop_4316,route_end_stop_6071
0.0,17.0,6.0,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
