rain,temp,wdsp,target,stopID_3679,stopID_3689,stopID_3690,stopID_3711,stopID_3712,stopID_3713,stopID_3714,stopID_3718,stopID_3719,stopID_3720,stopID_3721,stopID_3722,stopID_3723,stopID_3724,stopID_3725,stopID_3726,stopID_3728,stopID_3729,stopID_3730,stopID_3732,stopID_3733,stopID_3734,stopID_3735,stopID_3736,stopID_3738,stopID_3739,stopID_3740,stopID_3741,stopID_3743,stopID_3744,stopID_3745,stopID_3746,stopID_3749,stopID_3750,stopID_3751,stopID_3752,stopID_3780,stopID_4330,stopID_5069,stopID_5165,stopID_7039,stopID_7169,stopID_7170,stopID_7204,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_3720,route_start_stop_3732,route_start_stop_4330,route_end_stop_3732,route_end_stop_3744,route_end_stop_4330
0.0,17.0,6.0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
