rain,temp,wdsp,target,stopID_261,stopID_281,stopID_320,stopID_345,stopID_435,stopID_444,stopID_445,stopID_447,stopID_448,stopID_449,stopID_450,stopID_451,stopID_453,stopID_461,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_848,stopID_906,stopID_907,stopID_908,stopID_909,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2011,stopID_2012,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_2795,stopID_2829,stopID_2830,stopID_2831,stopID_2832,stopID_2837,stopID_2838,stopID_2839,stopID_2840,stopID_2845,stopID_2846,stopID_2847,stopID_2848,stopID_2849,stopID_2850,stopID_2851,stopID_2852,stopID_2853,stopID_2854,stopID_2855,stopID_2856,stopID_2857,stopID_2858,stopID_2859,stopID_2860,stopID_2861,stopID_2954,stopID_2955,stopID_2956,stopID_2965,stopID_2967,stopID_2968,stopID_2969,stopID_2970,stopID_2978,stopID_2979,stopID_2980,stopID_2981,stopID_3181,stopID_3182,stopID_3183,stopID_3184,stopID_3321,stopID_3322,stopID_3563,stopID_4349,stopID_4350,stopID_4397,stopID_4457,stopID_4460,stopID_4477,stopID_4727,stopID_4728,stopID_4779,stopID_4987,stopID_4988,stopID_5045,stopID_5142,stopID_5143,stopID_7057,stopID_7067,stopID_7586,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_15,hour_16,route_start_stop_848,route_start_stop_2955,route_end_stop_261,route_end_stop_2955
0.0,15.3,6.0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
