rain,temp,wdsp,target,stopID_216,stopID_217,stopID_234,stopID_235,stopID_236,stopID_242,stopID_243,stopID_244,stopID_245,stopID_246,stopID_248,stopID_249,stopID_250,stopID_251,stopID_252,stopID_254,stopID_255,stopID_297,stopID_301,stopID_336,stopID_496,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1036,stopID_1037,stopID_1038,stopID_1042,stopID_1043,stopID_1044,stopID_1045,stopID_1046,stopID_1047,stopID_1048,stopID_1049,stopID_1051,stopID_1052,stopID_1053,stopID_1054,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1185,stopID_1186,stopID_1187,stopID_1188,stopID_1190,stopID_1191,stopID_1192,stopID_1193,stopID_1194,stopID_1195,stopID_1283,stopID_1285,stopID_1353,stopID_1354,stopID_2826,stopID_2842,stopID_2843,stopID_2844,stopID_2845,stopID_2846,stopID_2847,stopID_2848,stopID_2849,stopID_2850,stopID_2851,stopID_2852,stopID_2853,stopID_2854,stopID_2855,stopID_2856,stopID_2857,stopID_2858,stopID_2859,stopID_2860,stopID_2861,stopID_2862,stopID_2863,stopID_2864,stopID_2865,stopID_2866,stopID_2914,stopID_2989,stopID_2990,stopID_2998,stopID_2999,stopID_3000,stopID_3001,stopID_3002,stopID_4333,stopID_4334,stopID_4336,stopID_4382,stopID_4384,stopID_4397,stopID_4415,stopID_4486,stopID_4528,stopID_4707,stopID_4708,stopID_4709,stopID_4710,stopID_4712,stopID_6041,stopID_6044,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_248,route_start_stop_297,route_start_stop_6041,route_end_stop_248,route_end_stop_6044
0.0,12.3,4.0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
