rain,temp,wdsp,target,stopID_8,stopID_10,stopID_12,stopID_14,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_85,stopID_119,stopID_203,stopID_204,stopID_205,stopID_208,stopID_209,stopID_210,stopID_211,stopID_212,stopID_213,stopID_214,stopID_215,stopID_216,stopID_217,stopID_218,stopID_219,stopID_220,stopID_226,stopID_227,stopID_228,stopID_229,stopID_230,stopID_231,stopID_232,stopID_233,stopID_234,stopID_235,stopID_236,stopID_237,stopID_262,stopID_270,stopID_278,stopID_320,stopID_336,stopID_1279,stopID_1282,stopID_1284,stopID_1285,stopID_1287,stopID_1288,stopID_1289,stopID_1290,stopID_1291,stopID_1292,stopID_1293,stopID_1294,stopID_1295,stopID_1296,stopID_1297,stopID_1298,stopID_1299,stopID_1300,stopID_1301,stopID_1302,stopID_1303,stopID_1304,stopID_1305,stopID_1320,stopID_1321,stopID_1322,stopID_1323,stopID_1324,stopID_1325,stopID_1326,stopID_1327,stopID_1328,stopID_1329,stopID_1330,stopID_1331,stopID_1332,stopID_1333,stopID_1334,stopID_1335,stopID_1336,stopID_1337,stopID_1338,stopID_1339,stopID_1340,stopID_1341,stopID_1342,stopID_1343,stopID_1344,stopID_1345,stopID_1347,stopID_1348,stopID_1349,stopID_1350,stopID_1352,stopID_1353,stopID_1355,stopID_1357,stopID_1359,stopID_1622,stopID_1623,stopID_1624,stopID_1625,stopID_1626,stopID_1627,stopID_1628,stopID_1629,stopID_1630,stopID_1631,stopID_1632,stopID_1633,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_1639,stopID_1640,stopID_1641,stopID_1642,stopID_2966,stopID_2967,stopID_2968,stopID_2969,stopID_2970,stopID_2971,stopID_2975,stopID_2976,stopID_2977,stopID_2978,stopID_2979,stopID_2980,stopID_2981,stopID_2991,stopID_2992,stopID_3669,stopID_4432,stopID_4456,stopID_5051,stopID_5052,stopID_5053,stopID_5171,stopID_7068,stopID_7293,stopID_7347,stopID_7349,stopID_7602,stopID_7603,stopID_7615,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_208,route_start_stop_215,route_start_stop_226,route_start_stop_5171,route_start_stop_7347,route_end_stop_2975,route_end_stop_7347
0.0,12.7,11.0,2455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
