rain,temp,wdsp,target,stopID_2,stopID_57,stopID_58,stopID_59,stopID_60,stopID_77,stopID_78,stopID_79,stopID_80,stopID_82,stopID_192,stopID_265,stopID_274,stopID_404,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_783,stopID_784,stopID_785,stopID_786,stopID_793,stopID_795,stopID_796,stopID_817,stopID_818,stopID_819,stopID_1660,stopID_1661,stopID_1662,stopID_1664,stopID_1665,stopID_1666,stopID_1696,stopID_1697,stopID_1698,stopID_1699,stopID_1700,stopID_1701,stopID_1702,stopID_1703,stopID_1719,stopID_1795,stopID_1802,stopID_1803,stopID_1804,stopID_1806,stopID_1807,stopID_1808,stopID_1813,stopID_1814,stopID_1816,stopID_1817,stopID_1818,stopID_1819,stopID_1820,stopID_1822,stopID_1826,stopID_1827,stopID_1828,stopID_1829,stopID_1833,stopID_1834,stopID_1835,stopID_1836,stopID_1837,stopID_1838,stopID_1840,stopID_1841,stopID_1842,stopID_1845,stopID_1847,stopID_1905,stopID_2338,stopID_2468,stopID_4742,stopID_4743,stopID_4745,stopID_4989,stopID_4990,stopID_4991,stopID_4992,stopID_4994,stopID_4995,stopID_4996,stopID_4997,stopID_4998,stopID_4999,stopID_6059,stopID_6274,stopID_7125,stopID_7166,stopID_7167,stopID_7319,stopID_7333,stopID_7334,stopID_7339,stopID_7342,stopID_7344,stopID_7370,stopID_7374,stopID_7381,stopID_7382,stopID_7586,stopID_7587,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4745,route_start_stop_7333,route_end_stop_265,route_end_stop_4745,route_end_stop_7339
0.0,16.3,7.0,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
