rain,temp,wdsp,target,stopID_340,stopID_350,stopID_351,stopID_352,stopID_353,stopID_354,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_1358,stopID_1406,stopID_1407,stopID_1409,stopID_1424,stopID_1436,stopID_1934,stopID_2002,stopID_2094,stopID_2095,stopID_2096,stopID_2097,stopID_2099,stopID_2101,stopID_2102,stopID_2103,stopID_2183,stopID_2184,stopID_2185,stopID_2186,stopID_2187,stopID_2188,stopID_2189,stopID_2190,stopID_2310,stopID_2311,stopID_2312,stopID_2313,stopID_2314,stopID_2315,stopID_2332,stopID_2333,stopID_2334,stopID_2335,stopID_2336,stopID_2337,stopID_2339,stopID_2346,stopID_2349,stopID_2351,stopID_2352,stopID_2357,stopID_2359,stopID_2360,stopID_2371,stopID_2372,stopID_2373,stopID_2377,stopID_2378,stopID_2379,stopID_2380,stopID_2382,stopID_2383,stopID_2420,stopID_2421,stopID_2423,stopID_2424,stopID_2425,stopID_2426,stopID_2427,stopID_2428,stopID_2429,stopID_2430,stopID_2447,stopID_2535,stopID_2536,stopID_2538,stopID_2554,stopID_2557,stopID_2558,stopID_2559,stopID_2560,stopID_2561,stopID_2562,stopID_2564,stopID_2566,stopID_2567,stopID_2568,stopID_2569,stopID_2570,stopID_2571,stopID_2573,stopID_2574,stopID_2575,stopID_2590,stopID_2591,stopID_2592,stopID_2596,stopID_2602,stopID_2604,stopID_2605,stopID_2606,stopID_2607,stopID_2608,stopID_2609,stopID_2610,stopID_2611,stopID_2613,stopID_2614,stopID_2615,stopID_2616,stopID_2617,stopID_3952,stopID_4347,stopID_4348,stopID_4434,stopID_4435,stopID_4436,stopID_4522,stopID_4640,stopID_4646,stopID_4647,stopID_4662,stopID_4713,stopID_4714,stopID_4927,stopID_4928,stopID_4929,stopID_4930,stopID_4931,stopID_4932,stopID_4933,stopID_4960,stopID_5008,stopID_5099,stopID_5133,stopID_7043,stopID_7459,stopID_7460,stopID_7550,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_395,route_start_stop_4713,route_end_stop_354,route_end_stop_7459
0.0,13.9,4.0,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
