rain,temp,wdsp,target,stopID_315,stopID_336,stopID_404,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_1478,stopID_1479,stopID_1972,stopID_1973,stopID_1974,stopID_1975,stopID_1982,stopID_2136,stopID_2137,stopID_2138,stopID_2139,stopID_2140,stopID_2141,stopID_2142,stopID_2143,stopID_2145,stopID_2642,stopID_3420,stopID_3421,stopID_3422,stopID_3423,stopID_4409,stopID_4413,stopID_4670,stopID_4677,stopID_4953,stopID_7433,stopID_7435,stopID_7453,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,route_start_stop_7433,route_end_stop_4953
0.0,12.3,4.0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
