rain,temp,wdsp,target,stopID_313,stopID_315,stopID_329,stopID_404,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_783,stopID_784,stopID_785,stopID_786,stopID_793,stopID_1443,stopID_1444,stopID_1445,stopID_1478,stopID_1479,stopID_1647,stopID_1648,stopID_1649,stopID_1660,stopID_1661,stopID_1662,stopID_1664,stopID_1665,stopID_1666,stopID_1696,stopID_1697,stopID_1698,stopID_1699,stopID_1700,stopID_1701,stopID_1702,stopID_1703,stopID_1713,stopID_1714,stopID_1715,stopID_1805,stopID_1806,stopID_1807,stopID_1808,stopID_1845,stopID_1847,stopID_1905,stopID_1906,stopID_1907,stopID_1908,stopID_1909,stopID_1911,stopID_1913,stopID_1914,stopID_3328,stopID_3329,stopID_3330,stopID_3331,stopID_3332,stopID_3333,stopID_3334,stopID_3335,stopID_3336,stopID_3337,stopID_3338,stopID_3339,stopID_3340,stopID_3351,stopID_3352,stopID_4324,stopID_4325,stopID_4765,stopID_4766,stopID_4767,stopID_4768,stopID_4769,stopID_4770,stopID_7166,stopID_7167,stopID_7333,stopID_7339,stopID_7370,stopID_7389,stopID_7453,stopID_7586,stopID_7587,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_3333,route_start_stop_7333,route_end_stop_313,route_end_stop_3333,route_end_stop_7339
0.0,18.0,9.0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
