rain,temp,wdsp,target,stopID_298,stopID_302,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_496,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_1196,stopID_1197,stopID_1198,stopID_1199,stopID_1200,stopID_1201,stopID_1205,stopID_1218,stopID_1219,stopID_1220,stopID_1221,stopID_1243,stopID_1245,stopID_1247,stopID_1248,stopID_1249,stopID_1250,stopID_1254,stopID_1255,stopID_1256,stopID_1258,stopID_1259,stopID_1260,stopID_1262,stopID_1265,stopID_1266,stopID_1267,stopID_1268,stopID_1269,stopID_1273,stopID_1274,stopID_1275,stopID_1276,stopID_1277,stopID_1358,stopID_1406,stopID_1407,stopID_1409,stopID_1424,stopID_1436,stopID_1500,stopID_1934,stopID_2002,stopID_2094,stopID_2095,stopID_2096,stopID_2097,stopID_2099,stopID_2101,stopID_2102,stopID_2103,stopID_2183,stopID_2184,stopID_2185,stopID_2186,stopID_2187,stopID_2188,stopID_2189,stopID_2190,stopID_2310,stopID_2311,stopID_2312,stopID_2313,stopID_2314,stopID_2315,stopID_2332,stopID_2333,stopID_2334,stopID_2335,stopID_2336,stopID_2337,stopID_2339,stopID_2340,stopID_2346,stopID_2349,stopID_2351,stopID_2353,stopID_2355,stopID_2359,stopID_2360,stopID_2369,stopID_2370,stopID_2371,stopID_2372,stopID_2373,stopID_2377,stopID_2378,stopID_2379,stopID_2380,stopID_2382,stopID_2383,stopID_2557,stopID_2601,stopID_2603,stopID_2621,stopID_2622,stopID_2623,stopID_2624,stopID_2626,stopID_2628,stopID_2629,stopID_2631,stopID_2632,stopID_2633,stopID_2669,stopID_3952,stopID_4347,stopID_4348,stopID_4382,stopID_4383,stopID_4384,stopID_4385,stopID_4388,stopID_4415,stopID_4434,stopID_4435,stopID_4436,stopID_4440,stopID_4441,stopID_4446,stopID_4494,stopID_4495,stopID_4522,stopID_4563,stopID_4593,stopID_4595,stopID_4596,stopID_4640,stopID_4641,stopID_4642,stopID_4643,stopID_4644,stopID_4645,stopID_4646,stopID_4647,stopID_4662,stopID_4692,stopID_4693,stopID_4694,stopID_4695,stopID_4696,stopID_4697,stopID_4698,stopID_4699,stopID_4700,stopID_5008,stopID_5099,stopID_6075,stopID_6095,stopID_6115,stopID_6130,stopID_7043,stopID_7062,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,progrnumber_89,progrnumber_90,progrnumber_91,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_298,route_start_stop_395,route_start_stop_2353,route_start_stop_4595,route_end_stop_298,route_end_stop_302,route_end_stop_2355,route_end_stop_4595
0.0,17.8,11.0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
