rain,temp,wdsp,target,stopID_300,stopID_496,stopID_497,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_624,stopID_625,stopID_626,stopID_627,stopID_628,stopID_629,stopID_630,stopID_633,stopID_634,stopID_635,stopID_636,stopID_637,stopID_638,stopID_639,stopID_640,stopID_641,stopID_642,stopID_643,stopID_644,stopID_645,stopID_664,stopID_665,stopID_666,stopID_667,stopID_668,stopID_669,stopID_670,stopID_671,stopID_672,stopID_675,stopID_962,stopID_1005,stopID_1196,stopID_1197,stopID_1198,stopID_1219,stopID_1220,stopID_1221,stopID_1277,stopID_1782,stopID_1783,stopID_1784,stopID_1785,stopID_1786,stopID_1788,stopID_1789,stopID_1791,stopID_1792,stopID_1793,stopID_1796,stopID_1797,stopID_1798,stopID_1799,stopID_1800,stopID_1801,stopID_4382,stopID_4384,stopID_4466,stopID_4782,stopID_7199,stopID_7568,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_300,route_start_stop_1791,route_end_stop_7199,route_end_stop_7568
0.0,18.5,13.0,-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
