rain,temp,wdsp,target,stopID_92,stopID_93,stopID_94,stopID_112,stopID_113,stopID_126,stopID_127,stopID_128,stopID_129,stopID_130,stopID_131,stopID_132,stopID_138,stopID_139,stopID_140,stopID_141,stopID_142,stopID_143,stopID_253,stopID_956,stopID_957,stopID_958,stopID_959,stopID_960,stopID_961,stopID_962,stopID_963,stopID_964,stopID_965,stopID_966,stopID_967,stopID_968,stopID_972,stopID_973,stopID_974,stopID_975,stopID_976,stopID_979,stopID_980,stopID_981,stopID_983,stopID_984,stopID_985,stopID_987,stopID_988,stopID_989,stopID_990,stopID_991,stopID_992,stopID_993,stopID_997,stopID_998,stopID_999,stopID_1000,stopID_1001,stopID_1002,stopID_1003,stopID_1004,stopID_1005,stopID_1006,stopID_1007,stopID_1008,stopID_1009,stopID_1010,stopID_1012,stopID_1228,stopID_1229,stopID_1235,stopID_1237,stopID_1244,stopID_1246,stopID_1251,stopID_1252,stopID_1253,stopID_1576,stopID_1577,stopID_1578,stopID_1579,stopID_1580,stopID_1581,stopID_1584,stopID_1816,stopID_1838,stopID_2290,stopID_2294,stopID_2338,stopID_2510,stopID_4364,stopID_4597,stopID_4747,stopID_4793,stopID_4974,stopID_4976,stopID_5055,stopID_5060,stopID_5061,stopID_5174,stopID_6009,stopID_6039,stopID_6068,stopID_6078,stopID_6171,stopID_6179,stopID_6274,stopID_7025,stopID_7044,stopID_7112,stopID_7130,stopID_7224,stopID_7237,stopID_7238,stopID_7241,stopID_7242,stopID_7243,stopID_7247,stopID_7297,stopID_7298,stopID_7334,stopID_7389,stopID_7458,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_956,route_start_stop_4747,route_end_stop_1012,route_end_stop_7025
0.0,13.8,9.0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
