rain,temp,wdsp,target,stopID_337,stopID_340,stopID_350,stopID_351,stopID_352,stopID_353,stopID_354,stopID_355,stopID_356,stopID_357,stopID_371,stopID_372,stopID_373,stopID_374,stopID_375,stopID_376,stopID_377,stopID_378,stopID_380,stopID_381,stopID_382,stopID_383,stopID_384,stopID_385,stopID_387,stopID_388,stopID_389,stopID_390,stopID_391,stopID_392,stopID_393,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_435,stopID_437,stopID_444,stopID_445,stopID_447,stopID_448,stopID_451,stopID_453,stopID_459,stopID_461,stopID_763,stopID_768,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2011,stopID_2012,stopID_2066,stopID_2067,stopID_2068,stopID_2069,stopID_2070,stopID_2079,stopID_2080,stopID_2081,stopID_2082,stopID_2083,stopID_2084,stopID_2085,stopID_2086,stopID_2087,stopID_2088,stopID_2089,stopID_2804,stopID_3181,stopID_3187,stopID_3321,stopID_3322,stopID_3471,stopID_3472,stopID_3473,stopID_3485,stopID_3486,stopID_3487,stopID_3563,stopID_4451,stopID_4455,stopID_4460,stopID_4477,stopID_4728,stopID_4779,stopID_4984,stopID_5013,stopID_5014,stopID_5015,stopID_5016,stopID_5045,stopID_5142,stopID_7053,stopID_7057,stopID_7290,stopID_7291,stopID_7325,stopID_7326,stopID_7415,stopID_7416,stopID_7417,stopID_7418,stopID_7564,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_337,route_start_stop_763,route_start_stop_5013,route_end_stop_5016,route_end_stop_7564
0.0,14.2,6.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
