rain,temp,wdsp,target,stopID_326,stopID_1358,stopID_1443,stopID_1444,stopID_1445,stopID_1476,stopID_1480,stopID_2637,stopID_2638,stopID_2640,stopID_2641,stopID_2643,stopID_2644,stopID_2645,stopID_2646,stopID_2647,stopID_2648,stopID_2649,stopID_2650,stopID_2652,stopID_2653,stopID_2654,stopID_2655,stopID_2656,stopID_2657,stopID_2658,stopID_2659,stopID_2660,stopID_2661,stopID_2662,stopID_2663,stopID_2664,stopID_2665,stopID_2666,stopID_2667,stopID_2670,stopID_2696,stopID_2697,stopID_2700,stopID_2701,stopID_2702,stopID_2703,stopID_2704,stopID_2706,stopID_2708,stopID_2718,stopID_2719,stopID_2722,stopID_2906,stopID_2907,stopID_2908,stopID_2909,stopID_2910,stopID_2911,stopID_2912,stopID_4407,stopID_4413,stopID_5134,stopID_6070,stopID_7435,stopID_7453,stopID_7507,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_326,route_start_stop_2670,route_end_stop_326,route_end_stop_2908
0.0,17.6,12.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
