rain,temp,wdsp,target,stopID_2,stopID_81,stopID_192,stopID_264,stopID_278,stopID_320,stopID_334,stopID_345,stopID_406,stopID_435,stopID_461,stopID_747,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_767,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_795,stopID_796,stopID_797,stopID_798,stopID_799,stopID_800,stopID_801,stopID_802,stopID_803,stopID_804,stopID_805,stopID_806,stopID_807,stopID_808,stopID_809,stopID_810,stopID_811,stopID_812,stopID_813,stopID_814,stopID_817,stopID_818,stopID_819,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_906,stopID_907,stopID_908,stopID_909,stopID_2007,stopID_2008,stopID_2009,stopID_2010,stopID_2013,stopID_2014,stopID_2015,stopID_2016,stopID_2017,stopID_2018,stopID_2019,stopID_2020,stopID_2021,stopID_2022,stopID_2031,stopID_2032,stopID_2033,stopID_2034,stopID_2035,stopID_2036,stopID_2039,stopID_2040,stopID_2041,stopID_2042,stopID_2043,stopID_2044,stopID_2045,stopID_2046,stopID_2056,stopID_2057,stopID_2058,stopID_2059,stopID_2060,stopID_2061,stopID_2062,stopID_2063,stopID_2064,stopID_2065,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_2795,stopID_4565,stopID_4566,stopID_4567,stopID_4568,stopID_4569,stopID_4570,stopID_4571,stopID_4636,stopID_4727,stopID_4728,stopID_4962,stopID_6059,stopID_7353,stopID_7491,stopID_7513,stopID_7586,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_264,route_start_stop_334,route_start_stop_760,route_start_stop_807,route_start_stop_2039,route_start_stop_2060,route_start_stop_2064,route_start_stop_4962,route_start_stop_7491,route_end_stop_2,route_end_stop_320,route_end_stop_334,route_end_stop_767,route_end_stop_807,route_end_stop_2039,route_end_stop_4962
0.0,17.0,5.0,1611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
