rain,temp,wdsp,target,stopID_312,stopID_315,stopID_318,stopID_336,stopID_345,stopID_406,stopID_747,stopID_748,stopID_749,stopID_750,stopID_751,stopID_752,stopID_753,stopID_754,stopID_755,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_761,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_779,stopID_780,stopID_781,stopID_782,stopID_783,stopID_784,stopID_785,stopID_786,stopID_791,stopID_1444,stopID_1445,stopID_1447,stopID_1476,stopID_1478,stopID_1479,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2236,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2721,stopID_2722,stopID_3008,stopID_3112,stopID_3892,stopID_3893,stopID_3895,stopID_3896,stopID_3897,stopID_3898,stopID_3899,stopID_3900,stopID_3901,stopID_3902,stopID_3904,stopID_3905,stopID_3906,stopID_3907,stopID_3909,stopID_3910,stopID_3911,stopID_3912,stopID_3913,stopID_3914,stopID_3921,stopID_3922,stopID_3923,stopID_3924,stopID_3925,stopID_3927,stopID_3928,stopID_3929,stopID_3935,stopID_3936,stopID_3938,stopID_3939,stopID_3940,stopID_3941,stopID_3943,stopID_3944,stopID_3945,stopID_3946,stopID_3947,stopID_4001,stopID_4401,stopID_4413,stopID_4952,stopID_5118,stopID_6089,stopID_7012,stopID_7049,stopID_7050,stopID_7079,stopID_7080,stopID_7081,stopID_7082,stopID_7083,stopID_7084,stopID_7085,stopID_7086,stopID_7087,stopID_7088,stopID_7089,stopID_7091,stopID_7108,stopID_7110,stopID_7184,stopID_7185,stopID_7186,stopID_7187,stopID_7193,stopID_7435,stopID_7453,stopID_7565,stopID_7585,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,hour_19,route_start_stop_318,route_start_stop_3921,route_start_stop_4952,route_end_stop_4952,route_end_stop_6089
0.0,15.9,7.0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
