rain,temp,wdsp,target,stopID_2,stopID_278,stopID_320,stopID_345,stopID_461,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_792,stopID_906,stopID_907,stopID_908,stopID_909,stopID_2068,stopID_2069,stopID_2070,stopID_2084,stopID_3034,stopID_3085,stopID_3114,stopID_3196,stopID_3345,stopID_4353,stopID_4354,stopID_4355,stopID_4726,stopID_4727,stopID_4728,stopID_4962,stopID_7491,stopID_7555,stopID_7586,stopID_7587,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,route_start_stop_3085,route_end_stop_4962
0.0,14.1,7.0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
