rain,temp,wdsp,target,stopID_289,stopID_496,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_525,stopID_526,stopID_527,stopID_528,stopID_529,stopID_530,stopID_531,stopID_532,stopID_533,stopID_534,stopID_535,stopID_536,stopID_537,stopID_538,stopID_539,stopID_540,stopID_541,stopID_542,stopID_543,stopID_544,stopID_545,stopID_546,stopID_587,stopID_588,stopID_589,stopID_590,stopID_591,stopID_592,stopID_593,stopID_594,stopID_595,stopID_596,stopID_597,stopID_598,stopID_599,stopID_600,stopID_601,stopID_602,stopID_603,stopID_604,stopID_605,stopID_606,stopID_607,stopID_608,stopID_609,stopID_610,stopID_611,stopID_612,stopID_613,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_621,stopID_675,stopID_709,stopID_910,stopID_911,stopID_912,stopID_913,stopID_914,stopID_928,stopID_929,stopID_930,stopID_931,stopID_938,stopID_940,stopID_941,stopID_942,stopID_943,stopID_944,stopID_945,stopID_947,stopID_948,stopID_949,stopID_3587,stopID_3588,stopID_3589,stopID_3590,stopID_3591,stopID_3592,stopID_3593,stopID_3594,stopID_3595,stopID_3596,stopID_3597,stopID_3598,stopID_3599,stopID_3600,stopID_3601,stopID_3602,stopID_3604,stopID_3616,stopID_3618,stopID_3619,stopID_3620,stopID_3622,stopID_3623,stopID_3624,stopID_4384,stopID_4387,stopID_4465,stopID_7569,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_621,route_start_stop_3624,route_end_stop_4387,route_end_stop_7569
0.0,14.4,10.0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
