rain,temp,wdsp,target,stopID_1443,stopID_1444,stopID_1445,stopID_1447,stopID_1956,stopID_2109,stopID_2637,stopID_3427,stopID_3428,stopID_3429,stopID_3432,stopID_3434,stopID_3435,stopID_3437,stopID_3440,stopID_3441,stopID_3453,stopID_4495,stopID_4560,stopID_4720,stopID_5126,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,weekday_0,weekday_2,weekday_4,hour_17,hour_18,route_start_stop_4495,route_end_stop_5126
0.0,13.4,16.0,616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
