rain,temp,wdsp,target,stopID_10,stopID_12,stopID_14,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_85,stopID_119,stopID_203,stopID_204,stopID_205,stopID_206,stopID_207,stopID_208,stopID_209,stopID_210,stopID_211,stopID_212,stopID_213,stopID_214,stopID_265,stopID_271,stopID_272,stopID_278,stopID_319,stopID_340,stopID_350,stopID_400,stopID_495,stopID_793,stopID_843,stopID_852,stopID_853,stopID_854,stopID_855,stopID_884,stopID_885,stopID_886,stopID_887,stopID_1013,stopID_1015,stopID_1074,stopID_1643,stopID_2809,stopID_2810,stopID_2811,stopID_2812,stopID_2813,stopID_2814,stopID_2815,stopID_2816,stopID_2817,stopID_2818,stopID_2819,stopID_2820,stopID_2822,stopID_2823,stopID_2824,stopID_2825,stopID_2826,stopID_2827,stopID_2828,stopID_2829,stopID_2830,stopID_2831,stopID_2832,stopID_2833,stopID_2835,stopID_2836,stopID_2837,stopID_2838,stopID_2839,stopID_2840,stopID_2841,stopID_2865,stopID_2866,stopID_2892,stopID_2893,stopID_2894,stopID_2895,stopID_2896,stopID_2897,stopID_2898,stopID_2899,stopID_2900,stopID_2901,stopID_2902,stopID_2903,stopID_3280,stopID_3282,stopID_3283,stopID_3284,stopID_3310,stopID_3466,stopID_3467,stopID_3469,stopID_3470,stopID_3471,stopID_3472,stopID_3473,stopID_3474,stopID_3475,stopID_3476,stopID_3477,stopID_3478,stopID_3479,stopID_3481,stopID_3482,stopID_3483,stopID_3484,stopID_3485,stopID_3486,stopID_3487,stopID_3488,stopID_3489,stopID_3492,stopID_3562,stopID_4086,stopID_4087,stopID_4088,stopID_4089,stopID_4090,stopID_4091,stopID_4093,stopID_4094,stopID_4096,stopID_4114,stopID_4115,stopID_4116,stopID_4117,stopID_4118,stopID_4119,stopID_4120,stopID_4121,stopID_4122,stopID_4123,stopID_4432,stopID_5032,stopID_6074,stopID_6097,stopID_7176,stopID_7375,stopID_7571,stopID_7602,stopID_7603,stopID_7615,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_265,route_start_stop_4096,route_start_stop_7571,route_end_stop_2892,route_end_stop_4096,route_end_stop_7571
0.0,12.3,4.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
