rain,temp,wdsp,target,stopID_340,stopID_353,stopID_354,stopID_395,stopID_396,stopID_397,stopID_398,stopID_399,stopID_400,stopID_407,stopID_1016,stopID_1017,stopID_1018,stopID_1019,stopID_1020,stopID_1069,stopID_1070,stopID_1071,stopID_1072,stopID_1076,stopID_1077,stopID_1078,stopID_1079,stopID_1080,stopID_1081,stopID_1082,stopID_1083,stopID_1085,stopID_1086,stopID_1087,stopID_1088,stopID_1089,stopID_1090,stopID_1091,stopID_1092,stopID_1093,stopID_1094,stopID_1095,stopID_1096,stopID_1101,stopID_1102,stopID_1103,stopID_1104,stopID_1105,stopID_1107,stopID_1108,stopID_1109,stopID_1110,stopID_1111,stopID_1112,stopID_1113,stopID_1114,stopID_1115,stopID_1117,stopID_1118,stopID_1119,stopID_1120,stopID_1164,stopID_1165,stopID_1166,stopID_1167,stopID_1168,stopID_1169,stopID_1170,stopID_1283,stopID_1285,stopID_1353,stopID_1354,stopID_2437,stopID_2498,stopID_2499,stopID_4528,stopID_7216,stopID_7558,stopID_7577,stopID_7578,stopID_7579,stopID_7581,stopID_7582,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_395,route_start_stop_1105,route_end_stop_354,route_end_stop_1104
0.0,15.1,7.0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
