rain,temp,wdsp,target,stopID_297,stopID_333,stopID_345,stopID_407,stopID_733,stopID_747,stopID_756,stopID_757,stopID_758,stopID_759,stopID_760,stopID_762,stopID_763,stopID_768,stopID_769,stopID_770,stopID_771,stopID_772,stopID_773,stopID_774,stopID_775,stopID_776,stopID_777,stopID_786,stopID_790,stopID_842,stopID_845,stopID_846,stopID_847,stopID_848,stopID_906,stopID_909,stopID_2498,stopID_2499,stopID_2500,stopID_2501,stopID_2795,stopID_3088,stopID_3089,stopID_3090,stopID_3676,stopID_3679,stopID_3682,stopID_3686,stopID_3694,stopID_3695,stopID_3704,stopID_3705,stopID_3706,stopID_3707,stopID_3708,stopID_3709,stopID_3710,stopID_3751,stopID_3752,stopID_3864,stopID_3865,stopID_3884,stopID_4843,stopID_4905,stopID_4906,stopID_4907,stopID_4908,stopID_4909,stopID_4910,stopID_4911,stopID_4912,stopID_4913,stopID_4914,stopID_4915,stopID_4921,stopID_4922,stopID_4923,stopID_4924,stopID_4925,stopID_4953,stopID_4957,stopID_4958,stopID_5028,stopID_5029,stopID_5030,stopID_5031,stopID_5073,stopID_5075,stopID_5076,stopID_5077,stopID_6015,stopID_6033,stopID_6310,stopID_6311,stopID_7114,stopID_7115,stopID_7116,stopID_7585,stopID_7587,stopID_7623,stopID_7654,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_17,hour_18,route_start_stop_3088,route_start_stop_4843,route_start_stop_4953,route_start_stop_7654,route_end_stop_4953,route_end_stop_4957,route_end_stop_7654
0.0,16.6,5.0,3626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
