rain,temp,wdsp,target,stopID_302,stopID_405,stopID_408,stopID_409,stopID_411,stopID_414,stopID_416,stopID_417,stopID_418,stopID_419,stopID_420,stopID_479,stopID_480,stopID_481,stopID_482,stopID_483,stopID_485,stopID_488,stopID_491,stopID_493,stopID_494,stopID_495,stopID_496,stopID_497,stopID_523,stopID_614,stopID_664,stopID_763,stopID_768,stopID_1196,stopID_1197,stopID_1198,stopID_1199,stopID_1200,stopID_1201,stopID_1205,stopID_1218,stopID_1219,stopID_1220,stopID_1221,stopID_1243,stopID_1245,stopID_1247,stopID_1248,stopID_1249,stopID_1250,stopID_1254,stopID_1255,stopID_1256,stopID_1258,stopID_1259,stopID_1260,stopID_1262,stopID_1265,stopID_1266,stopID_1267,stopID_1268,stopID_1269,stopID_1273,stopID_1274,stopID_1275,stopID_1276,stopID_1277,stopID_2085,stopID_2086,stopID_2088,stopID_2089,stopID_4382,stopID_4383,stopID_4385,stopID_4388,stopID_4415,stopID_4494,stopID_4495,stopID_4563,stopID_4593,stopID_4594,stopID_4595,stopID_4596,stopID_4692,stopID_4693,stopID_4694,stopID_4695,stopID_4696,stopID_4697,stopID_4698,stopID_4699,stopID_4700,stopID_4952,stopID_6115,stopID_6130,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_17,hour_18,route_start_stop_4595,route_start_stop_4952,route_end_stop_4594,route_end_stop_4952
0.0,14.1,7.0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
