rain,temp,wdsp,target,stopID_100,stopID_342,stopID_1096,stopID_1097,stopID_1099,stopID_1100,stopID_1111,stopID_1279,stopID_1290,stopID_1291,stopID_1344,stopID_1345,stopID_1347,stopID_1358,stopID_1934,stopID_2003,stopID_2349,stopID_2351,stopID_2359,stopID_2360,stopID_2383,stopID_2385,stopID_2386,stopID_2387,stopID_2388,stopID_2389,stopID_2390,stopID_2391,stopID_2392,stopID_2393,stopID_2394,stopID_2395,stopID_2396,stopID_2397,stopID_2398,stopID_2399,stopID_2400,stopID_2401,stopID_2402,stopID_2403,stopID_2404,stopID_2405,stopID_2406,stopID_2408,stopID_2409,stopID_2410,stopID_2411,stopID_2412,stopID_2438,stopID_2439,stopID_2440,stopID_2441,stopID_2442,stopID_2443,stopID_2444,stopID_2551,stopID_2553,stopID_2554,stopID_2555,stopID_2556,stopID_2557,stopID_2558,stopID_2571,stopID_2594,stopID_2595,stopID_2596,stopID_2597,stopID_2599,stopID_2634,stopID_2635,stopID_2636,stopID_4347,stopID_4348,stopID_4435,stopID_4436,stopID_4577,stopID_4578,stopID_4640,stopID_4646,stopID_4647,stopID_5008,stopID_5023,stopID_5024,stopID_5161,stopID_5162,stopID_6132,stopID_6170,stopID_7214,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_342,route_start_stop_5161,route_end_stop_342,route_end_stop_5024
0.0,16.2,8.0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
