rain,temp,wdsp,target,stopID_289,stopID_496,stopID_515,stopID_516,stopID_519,stopID_521,stopID_522,stopID_523,stopID_525,stopID_526,stopID_527,stopID_528,stopID_529,stopID_530,stopID_531,stopID_532,stopID_533,stopID_534,stopID_535,stopID_536,stopID_537,stopID_538,stopID_539,stopID_540,stopID_541,stopID_542,stopID_543,stopID_544,stopID_545,stopID_546,stopID_547,stopID_548,stopID_549,stopID_557,stopID_558,stopID_559,stopID_560,stopID_562,stopID_563,stopID_564,stopID_565,stopID_566,stopID_585,stopID_586,stopID_587,stopID_588,stopID_589,stopID_590,stopID_591,stopID_592,stopID_593,stopID_594,stopID_595,stopID_596,stopID_597,stopID_598,stopID_599,stopID_600,stopID_601,stopID_602,stopID_603,stopID_604,stopID_605,stopID_606,stopID_607,stopID_608,stopID_609,stopID_610,stopID_611,stopID_612,stopID_613,stopID_614,stopID_615,stopID_616,stopID_617,stopID_618,stopID_619,stopID_620,stopID_621,stopID_675,stopID_677,stopID_678,stopID_679,stopID_680,stopID_681,stopID_682,stopID_683,stopID_684,stopID_685,stopID_686,stopID_688,stopID_689,stopID_690,stopID_691,stopID_692,stopID_693,stopID_694,stopID_695,stopID_696,stopID_697,stopID_698,stopID_699,stopID_700,stopID_701,stopID_702,stopID_703,stopID_704,stopID_705,stopID_706,stopID_707,stopID_708,stopID_709,stopID_710,stopID_711,stopID_712,stopID_713,stopID_714,stopID_715,stopID_716,stopID_717,stopID_718,stopID_719,stopID_720,stopID_721,stopID_731,stopID_4384,stopID_5062,stopID_7569,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,hour_7,hour_8,hour_9,hour_16,hour_17,hour_18,hour_19,route_start_stop_557,route_start_stop_621,route_start_stop_707,route_end_stop_707,route_end_stop_7569
0.0,12.7,14.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
