rain,temp,wdsp,target,stopID_15,stopID_17,stopID_18,stopID_19,stopID_21,stopID_44,stopID_45,stopID_46,stopID_47,stopID_48,stopID_49,stopID_51,stopID_52,stopID_85,stopID_119,stopID_203,stopID_204,stopID_205,stopID_213,stopID_214,stopID_220,stopID_231,stopID_277,stopID_292,stopID_1171,stopID_1172,stopID_1173,stopID_1174,stopID_1175,stopID_1620,stopID_1622,stopID_1623,stopID_1624,stopID_1625,stopID_1626,stopID_1627,stopID_1628,stopID_1629,stopID_1630,stopID_1631,stopID_1632,stopID_1633,stopID_1634,stopID_1635,stopID_1636,stopID_1637,stopID_1638,stopID_1639,stopID_1640,stopID_1641,stopID_1642,stopID_3565,stopID_3566,stopID_3567,stopID_3569,stopID_3571,stopID_3664,stopID_3670,stopID_3671,stopID_3672,stopID_3674,stopID_3675,stopID_3676,stopID_3677,stopID_3678,stopID_3679,stopID_3689,stopID_3691,stopID_3692,stopID_3694,stopID_3695,stopID_3696,stopID_3697,stopID_3698,stopID_3699,stopID_3711,stopID_3712,stopID_3713,stopID_3714,stopID_3715,stopID_3718,stopID_3719,stopID_3720,stopID_3721,stopID_3722,stopID_3723,stopID_3724,stopID_3738,stopID_3740,stopID_3741,stopID_3744,stopID_3748,stopID_3749,stopID_3750,stopID_3751,stopID_3752,stopID_3755,stopID_3756,stopID_3757,stopID_3758,stopID_3759,stopID_3760,stopID_3761,stopID_3762,stopID_3763,stopID_3764,stopID_3765,stopID_3766,stopID_3767,stopID_3768,stopID_3769,stopID_3770,stopID_3771,stopID_3772,stopID_3773,stopID_3774,stopID_3775,stopID_3777,stopID_3778,stopID_3781,stopID_3782,stopID_3783,stopID_3784,stopID_3785,stopID_3786,stopID_3787,stopID_3788,stopID_3789,stopID_3790,stopID_3791,stopID_3792,stopID_3793,stopID_3794,stopID_3795,stopID_3797,stopID_3798,stopID_3799,stopID_3801,stopID_3802,stopID_3805,stopID_3806,stopID_3807,stopID_3808,stopID_3809,stopID_3811,stopID_3812,stopID_3813,stopID_3814,stopID_3815,stopID_3816,stopID_3818,stopID_3819,stopID_3820,stopID_3822,stopID_3823,stopID_3824,stopID_3825,stopID_3826,stopID_3827,stopID_3828,stopID_3829,stopID_3831,stopID_3832,stopID_3833,stopID_3834,stopID_3835,stopID_3836,stopID_3837,stopID_3838,stopID_3840,stopID_3842,stopID_3843,stopID_3844,stopID_3845,stopID_3846,stopID_3848,stopID_3849,stopID_3850,stopID_3851,stopID_3852,stopID_3853,stopID_3854,stopID_3855,stopID_3856,stopID_3857,stopID_3858,stopID_3859,stopID_3860,stopID_3861,stopID_3862,stopID_3863,stopID_3885,stopID_4432,stopID_5053,stopID_5064,stopID_5069,stopID_5165,stopID_5175,stopID_5176,stopID_6048,stopID_6050,stopID_6076,stopID_6077,stopID_7169,stopID_7170,stopID_7172,stopID_7173,stopID_7174,stopID_7175,stopID_7292,stopID_7592,stopID_7602,stopID_7603,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,progrnumber_61,progrnumber_62,progrnumber_63,progrnumber_64,progrnumber_65,progrnumber_66,progrnumber_67,progrnumber_68,progrnumber_69,progrnumber_70,progrnumber_71,progrnumber_72,progrnumber_73,progrnumber_74,progrnumber_75,progrnumber_76,progrnumber_77,progrnumber_78,progrnumber_79,progrnumber_80,progrnumber_81,progrnumber_82,progrnumber_83,progrnumber_84,progrnumber_85,progrnumber_86,progrnumber_87,progrnumber_88,progrnumber_89,progrnumber_90,progrnumber_91,progrnumber_92,progrnumber_93,progrnumber_94,progrnumber_95,progrnumber_96,progrnumber_97,progrnumber_98,progrnumber_99,progrnumber_100,progrnumber_101,progrnumber_102,progrnumber_103,progrnumber_104,progrnumber_105,progrnumber_106,progrnumber_107,progrnumber_108,progrnumber_109,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_292,route_start_stop_6048,route_start_stop_7592,route_end_stop_292,route_end_stop_1174,route_end_stop_3802,route_end_stop_7174
0.0,14.4,9.0,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
