rain,temp,wdsp,target,stopID_312,stopID_315,stopID_400,stopID_406,stopID_493,stopID_494,stopID_495,stopID_748,stopID_1444,stopID_1445,stopID_1476,stopID_1478,stopID_1479,stopID_2201,stopID_2213,stopID_2214,stopID_2215,stopID_2216,stopID_2234,stopID_2235,stopID_2236,stopID_2238,stopID_2239,stopID_2241,stopID_2242,stopID_2637,stopID_2721,stopID_2722,stopID_3368,stopID_3370,stopID_4401,stopID_4407,stopID_4413,stopID_4530,stopID_4561,stopID_4562,stopID_4599,stopID_4601,stopID_4602,stopID_4603,stopID_4604,stopID_4605,stopID_4607,stopID_4608,stopID_4609,stopID_4610,stopID_4611,stopID_4612,stopID_4613,stopID_4616,stopID_4619,stopID_4620,stopID_4623,stopID_4624,stopID_4625,stopID_4626,stopID_4627,stopID_4628,stopID_4629,stopID_4630,stopID_4631,stopID_4632,stopID_4633,stopID_5056,stopID_5058,stopID_5164,stopID_7012,stopID_7168,stopID_7239,stopID_7386,stopID_7390,stopID_7391,stopID_7392,stopID_7435,stopID_7453,stopID_7563,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4620,route_start_stop_7391,route_end_stop_4616,route_end_stop_7390
0.0,15.1,6.0,585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
