rain,temp,wdsp,target,stopID_313,stopID_315,stopID_329,stopID_404,stopID_747,stopID_783,stopID_784,stopID_785,stopID_786,stopID_793,stopID_802,stopID_843,stopID_845,stopID_846,stopID_1443,stopID_1444,stopID_1445,stopID_1478,stopID_1479,stopID_1517,stopID_1528,stopID_1647,stopID_1648,stopID_1649,stopID_1654,stopID_1655,stopID_1656,stopID_1657,stopID_1658,stopID_1659,stopID_1660,stopID_1661,stopID_1662,stopID_1664,stopID_1665,stopID_1666,stopID_1667,stopID_1668,stopID_1669,stopID_1670,stopID_1671,stopID_1672,stopID_1673,stopID_1674,stopID_1675,stopID_1676,stopID_1678,stopID_1679,stopID_1680,stopID_1681,stopID_1682,stopID_1683,stopID_1684,stopID_1685,stopID_1686,stopID_1687,stopID_1688,stopID_1689,stopID_1690,stopID_1691,stopID_1692,stopID_1693,stopID_1694,stopID_1695,stopID_1696,stopID_1697,stopID_1698,stopID_1699,stopID_1700,stopID_1701,stopID_1702,stopID_1703,stopID_1704,stopID_1705,stopID_1706,stopID_1707,stopID_1708,stopID_1709,stopID_1710,stopID_1711,stopID_1712,stopID_1713,stopID_1714,stopID_1715,stopID_1882,stopID_1911,stopID_2959,stopID_4362,stopID_4458,stopID_4493,stopID_4520,stopID_4573,stopID_4574,stopID_4575,stopID_4747,stopID_4825,stopID_4893,stopID_4894,stopID_4895,stopID_4897,stopID_4898,stopID_4903,stopID_6172,stopID_7031,stopID_7217,stopID_7218,stopID_7219,stopID_7227,stopID_7233,stopID_7340,stopID_7379,stopID_7380,stopID_7453,stopID_7586,stopID_7587,stopID_7588,progrnumber_1,progrnumber_2,progrnumber_3,progrnumber_4,progrnumber_5,progrnumber_6,progrnumber_7,progrnumber_8,progrnumber_9,progrnumber_10,progrnumber_11,progrnumber_12,progrnumber_13,progrnumber_14,progrnumber_15,progrnumber_16,progrnumber_17,progrnumber_18,progrnumber_19,progrnumber_20,progrnumber_21,progrnumber_22,progrnumber_23,progrnumber_24,progrnumber_25,progrnumber_26,progrnumber_27,progrnumber_28,progrnumber_29,progrnumber_30,progrnumber_31,progrnumber_32,progrnumber_33,progrnumber_34,progrnumber_35,progrnumber_36,progrnumber_37,progrnumber_38,progrnumber_39,progrnumber_40,progrnumber_41,progrnumber_42,progrnumber_43,progrnumber_44,progrnumber_45,progrnumber_46,progrnumber_47,progrnumber_48,progrnumber_49,progrnumber_50,progrnumber_51,progrnumber_52,progrnumber_53,progrnumber_54,progrnumber_55,progrnumber_56,progrnumber_57,progrnumber_58,progrnumber_59,progrnumber_60,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,route_start_stop_4747,route_start_stop_7340,route_end_stop_313,route_end_stop_2959,route_end_stop_7340
0.0,14.5,4.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
